,0,1,2,3,4,5
0,0.0,0.0,,,,
1,0.0031999999999999806,0.0006384774443777275,,,,
2,0.006399999999999961,0.0022572348223932615,,,,
3,0.009599999999999942,0.005275029197617798,,,,
4,0.01319999999999999,0.010315457560872598,,,,
5,0.01619999999999988,0.01823477532896467,,,,
6,0.019199999999999995,0.030142515776077516,,,,
7,0.022199999999999886,0.04741225008605143,,,,
8,0.0252,0.07167993274308415,,,,
9,0.029200000000000004,0.1048275517269599,,,,
10,0.032199999999999895,0.14895026029512337,,,,
11,0.03520000000000001,0.2063058137390661,,,,
12,0.0381999999999999,0.27924597284427066,,,,
13,0.041200000000000014,0.37013055431454056,,,,
14,0.04520000000000002,0.48122597004613366,,,,
15,0.04819999999999991,0.6145913473872497,,,,
16,0.05120000000000002,0.771956593508645,,,,
17,0.054199999999999915,0.9545979762983767,,,,
18,0.05720000000000003,1.1632178521671994,,,,
19,0.06120000000000003,1.3978359779081317,,,,
20,0.06419999999999992,1.6577002869966573,,,,
21,0.06720000000000004,1.9412249833895574,,,,
22,0.07019999999999993,2.2459632197559,,,,
23,0.07320000000000004,2.5686204230761813,,,,
24,0.07720000000000005,2.905112495365403,,,,
25,0.08019999999999994,3.250670685825586,,,,
26,0.08320000000000005,3.5999919863180665,,,,
27,0.08619999999999994,3.9474305894427992,,,,
28,0.08920000000000006,4.287222476538427,,,,
29,0.09320000000000006,4.613731838709921,,,,
30,0.09619999999999995,4.9217050953833485,,,,
31,0.09920000000000007,5.206516100813333,,,,
32,0.10219999999999996,5.46438504201911,,,,
33,0.10520000000000007,5.692553808107207,,,,
34,0.10920000000000007,5.889402440883297,,,,
35,0.11219999999999997,6.05449472364361,,,,
36,0.11520000000000008,6.188545936663312,,,,
37,0.11819999999999997,6.293312024868321,,,,
38,0.12120000000000009,6.371406408555314,,,,
39,0.1252000000000001,6.4260577742432545,,,,
40,0.12819999999999998,6.460828641377635,,,,
41,0.1312000000000001,6.479319501272808,,,,
42,0.13419999999999999,6.484886119956174,,,,
43,0.13719999999999988,6.480397604710314,,,,
44,0.14119999999999988,6.468059739735427,,,,
45,0.1442,6.449321942022705,,,,
46,0.1471999999999999,6.424877423872193,,,,
47,0.1502,6.394755629647008,,,,
